Chr	Position	Chr_Pos	ModStatus	CMC	Mod
28S	1199	28S_1199	Unm	Unm	No
28S	1200	28S_1200	Unm	Unm	No
28S	1201	28S_1201	Unm	Unm	No
28S	1202	28S_1202	Unm	Unm	No
28S	1203	28S_1203	Unm	Unm	No
28S	1204	28S_1204	Unm	Unm	No
28S	1205	28S_1205	Unm	Unm	No
28S	1206	28S_1206	Unm	Unm	No
28S	1207	28S_1207	Unm	Unm	No
28S	1208	28S_1208	Unm	Unm	No
28S	1209	28S_1209	Unm	Unm	No
28S	1210	28S_1210	Unm	Unm	No
28S	1211	28S_1211	Unm	Unm	No
28S	1212	28S_1212	Unm	Unm	No
28S	1213	28S_1213	Unm	Unm	No
28S	1214	28S_1214	Unm	Unm	No
28S	1215	28S_1215	Unm	Unm	No
28S	1216	28S_1216	Unm	Unm	No
28S	1217	28S_1217	Unm	Unm	No
28S	1218	28S_1218	Unm	Unm	No
28S	1219	28S_1219	Unm	Unm	No
28S	1220	28S_1220	Unm	Unm	No
28S	1221	28S_1221	Unm	Unm	No
28S	1222	28S_1222	Unm	Unm	No
28S	1223	28S_1223	Unm	Unm	No
28S	1224	28S_1224	Unm	Unm	No
28S	1225	28S_1225	Unm	Unm	No
28S	1226	28S_1226	Unm	Unm	No
28S	1227	28S_1227	Unm	Unm	No
28S	1228	28S_1228	Unm	Unm	No
28S	1229	28S_1229	Unm	Unm	No
28S	1230	28S_1230	Unm	Unm	No
28S	1231	28S_1231	Unm	Unm	No
28S	1232	28S_1232	Unm	Unm	No
28S	1233	28S_1233	Unm	Unm	No
28S	1234	28S_1234	Unm	Unm	No
28S	1235	28S_1235	Unm	Unm	No
28S	1236	28S_1236	Unm	Unm	No
28S	1237	28S_1237	Unm	Unm	No
28S	1238	28S_1238	Unm	Unm	No
28S	1239	28S_1239	Unm	Unm	No
28S	1240	28S_1240	Unm	Unm	No
28S	1241	28S_1241	Unm	Unm	No
28S	1242	28S_1242	Unm	Unm	No
28S	1243	28S_1243	Unm	Unm	No
28S	1244	28S_1244	Unm	Unm	No
28S	1245	28S_1245	Unm	Unm	No
28S	1246	28S_1246	Unm	Unm	No
28S	1247	28S_1247	Unm	Unm	No
28S	1248	28S_1248	Unm	Unm	No
28S	1249	28S_1249	Unm	Unm	No
28S	1250	28S_1250	Unm	Unm	No
28S	1251	28S_1251	Unm	Unm	No
28S	1252	28S_1252	Unm	Unm	No
28S	1253	28S_1253	Unm	Unm	No
28S	1254	28S_1254	Unm	Unm	No
28S	1255	28S_1255	Unm	Unm	No
28S	1256	28S_1256	Unm	Unm	No
28S	1257	28S_1257	Unm	Unm	No
28S	1258	28S_1258	Unm	Unm	No
28S	1259	28S_1259	Unm	Unm	No
28S	1260	28S_1260	Unm	Unm	No
28S	1261	28S_1261	Unm	Unm	No
28S	1262	28S_1262	Unm	Unm	No
28S	1263	28S_1263	Unm	Unm	No
28S	1264	28S_1264	Unm	Unm	No
28S	1265	28S_1265	Unm	Unm	No
28S	1266	28S_1266	Unm	Unm	No
28S	1267	28S_1267	Unm	Unm	No
28S	1268	28S_1268	Unm	Unm	No
28S	1269	28S_1269	Unm	Unm	No
28S	1270	28S_1270	Unm	Unm	No
28S	1271	28S_1271	Unm	Unm	No
28S	1272	28S_1272	Unm	Unm	No
28S	1273	28S_1273	Unm	Unm	No
28S	1274	28S_1274	Unm	Unm	No
28S	1275	28S_1275	Unm	Unm	No
28S	1276	28S_1276	Unm	Unm	No
28S	1277	28S_1277	Unm	Unm	No
28S	1278	28S_1278	Unm	Unm	No
28S	1279	28S_1279	Unm	Unm	No
28S	1280	28S_1280	Unm	Unm	No
28S	1281	28S_1281	Unm	Unm	No
28S	1282	28S_1282	Unm	Unm	No
28S	1283	28S_1283	Unm	Unm	No
28S	1284	28S_1284	Unm	Unm	No
28S	1285	28S_1285	Unm	Unm	No
28S	1286	28S_1286	Unm	Unm	No
28S	1287	28S_1287	Unm	Unm	No
28S	1288	28S_1288	Unm	Unm	No
28S	1289	28S_1289	Unm	Unm	No
28S	1290	28S_1290	Unm	Unm	No
28S	1291	28S_1291	Unm	Unm	No
28S	1292	28S_1292	Unm	Unm	No
28S	1293	28S_1293	Unm	Unm	No
28S	1294	28S_1294	Unm	Unm	No
28S	1295	28S_1295	Unm	Unm	No
28S	1296	28S_1296	Unm	Unm	No
28S	1297	28S_1297	Unm	Unm	No
28S	1298	28S_1298	Unm	Unm	No
28S	1299	28S_1299	Unm	Unm	No
28S	1300	28S_1300	Unm	Unm	No
28S	1301	28S_1301	Unm	Unm	No
28S	1302	28S_1302	Unm	Unm	No
28S	1303	28S_1303	Unm	Unm	No
28S	1304	28S_1304	Unm	Unm	No
28S	1305	28S_1305	Unm	Unm	No
28S	1306	28S_1306	Unm	Unm	No
28S	1307	28S_1307	Unm	Unm	No
28S	1308	28S_1308	Unm	Unm	No
28S	1309	28S_1309	Unm	Unm	No
28S	1310	28S_1310	Unm	Unm	No
28S	1311	28S_1311	Unm	Unm	No
28S	1312	28S_1312	Unm	Unm	No
28S	1313	28S_1313	Unm	Unm	No
28S	1314	28S_1314	Unm	Unm	No
28S	1315	28S_1315	Unm	Unm	No
28S	1316	28S_1316	Unm	Unm	No
28S	1317	28S_1317	Unm	Unm	No
28S	1318	28S_1318	Unm	Unm	No
28S	1319	28S_1319	Unm	Unm	No
28S	1320	28S_1320	Unm	Unm	No
28S	1321	28S_1321	Unm	Unm	No
28S	1322	28S_1322	Unm	Unm	No
28S	1323	28S_1323	Unm	Unm	No
28S	1324	28S_1324	Unm	Unm	No
28S	1325	28S_1325	Unm	Unm	No
28S	1326	28S_1326	Unm	Unm	No
28S	1327	28S_1327	Unm	Unm	No
28S	1328	28S_1328	Unm	Unm	No
28S	1329	28S_1329	Unm	Unm	No
28S	1330	28S_1330	Unm	Unm	No
28S	1331	28S_1331	Unm	Unm	No
28S	1332	28S_1332	Unm	Unm	No
28S	1333	28S_1333	Unm	Unm	No
28S	1334	28S_1334	Unm	Unm	No
28S	1335	28S_1335	Unm	Unm	No
28S	1336	28S_1336	Unm	Unm	No
28S	1337	28S_1337	Unm	Unm	No
28S	1338	28S_1338	Unm	Unm	No
28S	1339	28S_1339	Unm	Unm	No
28S	1340	28S_1340	Unm	Unm	No
28S	1341	28S_1341	Unm	Unm	No
28S	1342	28S_1342	Unm	Unm	No
28S	1343	28S_1343	Unm	Unm	No
28S	1344	28S_1344	Unm	Unm	No
28S	1345	28S_1345	Unm	Unm	No
28S	1346	28S_1346	Unm	Unm	No
28S	1347	28S_1347	Unm	Unm	No
28S	1348	28S_1348	Unm	Unm	No
28S	1349	28S_1349	Unm	Unm	No
28S	1350	28S_1350	Unm	Unm	No
28S	1351	28S_1351	Unm	Unm	No
28S	1352	28S_1352	Unm	Unm	No
28S	1353	28S_1353	Unm	Unm	No
28S	1354	28S_1354	Unm	Unm	No
28S	1355	28S_1355	Unm	Unm	No
28S	1356	28S_1356	Unm	Unm	No
28S	1357	28S_1357	Unm	Unm	No
28S	1358	28S_1358	Unm	Unm	No
28S	1359	28S_1359	Unm	Unm	No
28S	1360	28S_1360	Unm	Unm	No
28S	1361	28S_1361	Unm	Unm	No
28S	1362	28S_1362	Unm	Unm	No
28S	1363	28S_1363	Unm	Unm	No
28S	1364	28S_1364	Unm	Unm	No
28S	1365	28S_1365	Unm	Unm	No
28S	1366	28S_1366	Unm	Unm	No
28S	1367	28S_1367	Unm	Unm	No
28S	1368	28S_1368	Unm	Unm	No
28S	1369	28S_1369	Unm	Unm	No
28S	1370	28S_1370	Unm	Unm	No
28S	1371	28S_1371	Unm	Unm	No
28S	1372	28S_1372	Unm	Unm	No
28S	1373	28S_1373	Unm	Unm	No
28S	1374	28S_1374	Unm	Unm	No
28S	1375	28S_1375	Unm	Unm	No
28S	1376	28S_1376	Unm	Unm	No
28S	1377	28S_1377	Unm	Unm	No
28S	1378	28S_1378	Unm	Unm	No
28S	1379	28S_1379	Unm	Unm	No
28S	1380	28S_1380	Unm	Unm	No
28S	1381	28S_1381	Unm	Unm	No
28S	1382	28S_1382	Unm	Unm	No
28S	1383	28S_1383	Unm	Unm	No
28S	1384	28S_1384	Unm	Unm	No
28S	1385	28S_1385	Unm	Unm	No
28S	1386	28S_1386	Unm	Unm	No
28S	1387	28S_1387	Unm	Unm	No
28S	1388	28S_1388	Unm	Unm	No
28S	1389	28S_1389	Unm	Unm	No
28S	1390	28S_1390	Unm	Unm	No
28S	1391	28S_1391	Unm	Unm	Yes
28S	1392	28S_1392	Unm	Unm	Yes
28S	1398	28S_1398	Unm	Unm	Yes
28S	1399	28S_1399	Unm	Unm	Yes
28S	1400	28S_1400	Unm	Unm	No
28S	1401	28S_1401	Unm	Unm	No
28S	1402	28S_1402	Unm	Unm	No
28S	1403	28S_1403	Unm	Unm	No
28S	1404	28S_1404	Unm	Unm	No
28S	1405	28S_1405	Unm	Unm	No
28S	1406	28S_1406	Unm	Unm	No
28S	1407	28S_1407	Unm	Unm	No
28S	1408	28S_1408	Unm	Unm	No
28S	1409	28S_1409	Unm	Unm	No
28S	1410	28S_1410	Unm	Unm	No
28S	1411	28S_1411	Unm	Unm	No
28S	1412	28S_1412	Unm	Unm	No
28S	1413	28S_1413	Unm	Unm	No
28S	1414	28S_1414	Unm	Unm	No
28S	1415	28S_1415	Unm	Unm	No
28S	1416	28S_1416	Unm	Unm	No
28S	1417	28S_1417	Unm	Unm	No
28S	1418	28S_1418	Unm	Unm	No
28S	1419	28S_1419	Unm	Unm	No
28S	1420	28S_1420	Unm	Unm	No
28S	1421	28S_1421	Unm	Unm	No
28S	1422	28S_1422	Unm	Unm	No
28S	1423	28S_1423	Unm	Unm	No
28S	1424	28S_1424	Unm	Unm	No
28S	1425	28S_1425	Unm	Unm	No
28S	1426	28S_1426	Unm	Unm	No
28S	1427	28S_1427	Unm	Unm	No
28S	1428	28S_1428	Unm	Unm	No
28S	1429	28S_1429	Unm	Unm	No
28S	1430	28S_1430	Unm	Unm	No
28S	1431	28S_1431	Unm	Unm	No
28S	1432	28S_1432	Unm	Unm	No
28S	1433	28S_1433	Unm	Unm	No
28S	1434	28S_1434	Unm	Unm	No
28S	1435	28S_1435	Unm	Unm	No
28S	1436	28S_1436	Unm	Unm	No
28S	1437	28S_1437	Unm	Unm	No
28S	1438	28S_1438	Unm	Unm	No
28S	1439	28S_1439	Unm	Unm	No
28S	1440	28S_1440	Unm	Unm	No
28S	1441	28S_1441	Unm	Unm	No
28S	1442	28S_1442	Unm	Unm	No
28S	1443	28S_1443	Unm	Unm	No
28S	1444	28S_1444	Unm	Unm	No
28S	1445	28S_1445	Unm	Unm	No
28S	1446	28S_1446	Unm	Unm	No
28S	1447	28S_1447	Unm	Unm	No
28S	1448	28S_1448	Unm	Unm	No
28S	1449	28S_1449	Unm	Unm	No
28S	1450	28S_1450	Unm	Unm	No
28S	1451	28S_1451	Unm	Unm	No
28S	1452	28S_1452	Unm	Unm	No
28S	1453	28S_1453	Unm	Unm	No
28S	1454	28S_1454	Unm	Unm	No
28S	1455	28S_1455	Unm	Unm	No
28S	1456	28S_1456	Unm	Unm	No
28S	1457	28S_1457	Unm	Unm	No
28S	1458	28S_1458	Unm	Unm	No
28S	1459	28S_1459	Unm	Unm	No
28S	1460	28S_1460	Unm	Unm	No
28S	1461	28S_1461	Unm	Unm	No
28S	1462	28S_1462	Unm	Unm	No
28S	1463	28S_1463	Unm	Unm	No
28S	1464	28S_1464	Unm	Unm	No
28S	1465	28S_1465	Unm	Unm	No
28S	1466	28S_1466	Unm	Unm	No
28S	1467	28S_1467	Unm	Unm	No
28S	1468	28S_1468	Unm	Unm	No
28S	1469	28S_1469	Unm	Unm	No
28S	1470	28S_1470	Unm	Unm	No
28S	1471	28S_1471	Unm	Unm	No
28S	1472	28S_1472	Unm	Unm	No
28S	1473	28S_1473	Unm	Unm	No
28S	1474	28S_1474	Unm	Unm	No
28S	1475	28S_1475	Unm	Unm	No
28S	1476	28S_1476	Unm	Unm	No
28S	1477	28S_1477	Unm	Unm	No
28S	1478	28S_1478	Unm	Unm	No
28S	1479	28S_1479	Unm	Unm	No
28S	1480	28S_1480	Unm	Unm	No
28S	1481	28S_1481	Unm	Unm	No
28S	1482	28S_1482	Unm	Unm	No
28S	1483	28S_1483	Unm	Unm	No
28S	1484	28S_1484	Unm	Unm	No
28S	1485	28S_1485	Unm	Unm	No
28S	1486	28S_1486	Unm	Unm	Yes
28S	1487	28S_1487	Unm	Unm	Yes
28S	1493	28S_1493	Unm	Unm	Yes
28S	1499	28S_1499	Unm	Unm	Yes
28S	1500	28S_1500	Unm	Unm	Maybe
28S	1501	28S_1501	Unm	Unm	Maybe
28S	1502	28S_1502	Unm	Unm	Maybe
28S	1503	28S_1503	Unm	Unm	Maybe
28S	1504	28S_1504	Unm	Unm	No
28S	1505	28S_1505	Unm	Unm	No
28S	1506	28S_1506	Unm	Unm	No
28S	1507	28S_1507	Unm	Unm	No
28S	1508	28S_1508	Unm	Unm	No
28S	1509	28S_1509	Unm	Unm	No
28S	1510	28S_1510	Unm	Unm	No
28S	1511	28S_1511	Unm	Unm	No
28S	1512	28S_1512	Unm	Unm	No
28S	1513	28S_1513	Unm	Unm	No
28S	1514	28S_1514	Unm	Unm	No
28S	1515	28S_1515	Unm	Unm	No
28S	1516	28S_1516	Unm	Unm	No
28S	1517	28S_1517	Unm	Unm	No
28S	1518	28S_1518	Unm	Unm	No
28S	1519	28S_1519	Unm	Unm	No
28S	1520	28S_1520	Unm	Unm	No
28S	1521	28S_1521	Unm	Unm	No
28S	1522	28S_1522	Unm	Unm	No
28S	1523	28S_1523	Unm	Unm	No
28S	1524	28S_1524	Unm	Unm	No
28S	1525	28S_1525	Unm	Unm	No
28S	1526	28S_1526	Unm	Unm	No
28S	1527	28S_1527	Unm	Unm	No
28S	1528	28S_1528	Unm	Unm	No
28S	1529	28S_1529	Unm	Unm	No
28S	1530	28S_1530	Unm	Unm	No
28S	1531	28S_1531	Unm	Unm	No
28S	1532	28S_1532	Unm	Unm	No
28S	1533	28S_1533	Unm	Unm	No
28S	1534	28S_1534	Unm	Unm	No
28S	1535	28S_1535	Unm	Unm	No
28S	1536	28S_1536	Unm	Unm	No
28S	1537	28S_1537	Unm	Unm	No
28S	1538	28S_1538	Unm	Unm	No
28S	1539	28S_1539	Unm	Unm	No
28S	1540	28S_1540	Unm	Unm	No
28S	1541	28S_1541	Unm	Unm	No
28S	1542	28S_1542	Unm	Unm	Yes
28S	1543	28S_1543	Unm	Unm	Yes
28S	1549	28S_1549	Unm	Unm	Yes
28S	1550	28S_1550	Unm	Unm	Yes
28S	1551	28S_1551	Unm	Unm	No
28S	1552	28S_1552	Unm	Unm	No
28S	1553	28S_1553	Unm	Unm	No
28S	1554	28S_1554	Unm	Unm	No
28S	1555	28S_1555	Unm	Unm	No
28S	1556	28S_1556	Unm	Unm	No
28S	1557	28S_1557	Unm	Unm	No
28S	1558	28S_1558	Unm	Unm	No
28S	1559	28S_1559	Unm	Unm	No
28S	1560	28S_1560	Unm	Unm	No
28S	1561	28S_1561	Unm	Unm	No
28S	1562	28S_1562	Unm	Unm	No
28S	1563	28S_1563	Unm	Unm	No
28S	1564	28S_1564	Unm	Unm	No
28S	1565	28S_1565	Unm	Unm	No
28S	1566	28S_1566	Unm	Unm	No
28S	1567	28S_1567	Unm	Unm	No
28S	1568	28S_1568	Unm	Unm	No
28S	1569	28S_1569	Unm	Unm	No
28S	1570	28S_1570	Unm	Unm	No
28S	1571	28S_1571	Unm	Unm	No
28S	1572	28S_1572	Unm	Unm	No
28S	1573	28S_1573	Unm	Unm	No
28S	1574	28S_1574	Unm	Unm	No
28S	1575	28S_1575	Unm	Unm	No
28S	1576	28S_1576	Unm	Unm	No
28S	1577	28S_1577	Unm	Unm	Yes
28S	1578	28S_1578	Unm	Unm	Yes
28S	1587	28S_1587	Unm	Unm	No
28S	1588	28S_1588	Unm	Unm	No
28S	1589	28S_1589	Unm	Unm	No
28S	1590	28S_1590	Unm	Unm	Yes
28S	1591	28S_1591	Unm	Unm	Yes
28S	1597	28S_1597	Unm	Unm	Yes
28S	1598	28S_1598	Unm	Unm	Yes
28S	1599	28S_1599	Unm	Unm	No
28S	1600	28S_1600	Unm	Unm	No
28S	1601	28S_1601	Unm	Unm	No
28S	1602	28S_1602	Unm	Unm	No
28S	1603	28S_1603	Unm	Unm	No
28S	1604	28S_1604	Unm	Unm	No
28S	1605	28S_1605	Unm	Unm	No
28S	1606	28S_1606	Unm	Unm	No
28S	1607	28S_1607	Unm	Unm	No
28S	1608	28S_1608	Unm	Unm	No
28S	1609	28S_1609	Unm	Unm	No
28S	1610	28S_1610	Unm	Unm	No
28S	1611	28S_1611	Unm	Unm	No
28S	1612	28S_1612	Unm	Unm	No
28S	1613	28S_1613	Unm	Unm	No
28S	1614	28S_1614	Unm	Unm	No
28S	1615	28S_1615	Unm	Unm	No
28S	1616	28S_1616	Unm	Unm	No
28S	1617	28S_1617	Unm	Unm	No
28S	1618	28S_1618	Unm	Unm	No
28S	1619	28S_1619	Unm	Unm	No
28S	1620	28S_1620	Unm	Unm	No
28S	1621	28S_1621	Unm	Unm	No
28S	1622	28S_1622	Unm	Unm	No
28S	1623	28S_1623	Unm	Unm	No
28S	1624	28S_1624	Unm	Unm	No
28S	1625	28S_1625	Unm	Unm	No
28S	1626	28S_1626	Unm	Unm	No
28S	1627	28S_1627	Unm	Unm	No
28S	1628	28S_1628	Unm	Unm	No
28S	1629	28S_1629	Unm	Unm	No
28S	1630	28S_1630	Unm	Unm	No
28S	1631	28S_1631	Unm	Unm	No
28S	1632	28S_1632	Unm	Unm	No
28S	1633	28S_1633	Unm	Unm	No
28S	1634	28S_1634	Unm	Unm	No
28S	1635	28S_1635	Unm	Unm	No
28S	1636	28S_1636	Unm	Unm	No
28S	1637	28S_1637	Unm	Unm	No
28S	1638	28S_1638	Unm	Unm	No
28S	1639	28S_1639	Unm	Unm	No
28S	1640	28S_1640	Unm	Unm	No
28S	1641	28S_1641	Unm	Unm	No
28S	1642	28S_1642	Unm	Unm	No
28S	1643	28S_1643	Unm	Unm	No
28S	1644	28S_1644	Unm	Unm	No
28S	1645	28S_1645	Unm	Unm	No
28S	1646	28S_1646	Unm	Unm	No
28S	1647	28S_1647	Unm	Unm	No
28S	1648	28S_1648	Unm	Unm	No
28S	1649	28S_1649	Unm	Unm	No
28S	1650	28S_1650	Unm	Unm	No
28S	1651	28S_1651	Unm	Unm	No
28S	1652	28S_1652	Unm	Unm	No
28S	1653	28S_1653	Unm	Unm	No
28S	1654	28S_1654	Unm	Unm	No
28S	1655	28S_1655	Unm	Unm	No
28S	1656	28S_1656	Unm	Unm	No
28S	1657	28S_1657	Unm	Unm	No
28S	1658	28S_1658	Unm	Unm	Yes
28S	1659	28S_1659	Unm	Unm	Yes
28S	1667	28S_1667	Unm	Unm	No
28S	1668	28S_1668	Unm	Unm	No
28S	1669	28S_1669	Unm	Unm	No
28S	1670	28S_1670	Unm	Unm	No
28S	1671	28S_1671	Unm	Unm	No
28S	1672	28S_1672	Unm	Unm	No
28S	1673	28S_1673	Unm	Unm	No
28S	1674	28S_1674	Unm	Unm	No
28S	1675	28S_1675	Unm	Unm	No
28S	1676	28S_1676	Unm	Unm	No
28S	1677	28S_1677	Unm	Unm	No
28S	1678	28S_1678	Unm	Unm	No
28S	1679	28S_1679	Unm	Unm	No
28S	1680	28S_1680	Unm	Unm	No
28S	1681	28S_1681	Unm	Unm	No
28S	1682	28S_1682	Unm	Unm	No
28S	1683	28S_1683	Unm	Unm	No
28S	1684	28S_1684	Unm	Unm	No
28S	1685	28S_1685	Unm	Unm	No
28S	1686	28S_1686	Unm	Unm	No
28S	1687	28S_1687	Unm	Unm	No
28S	1688	28S_1688	Unm	Unm	No
28S	1689	28S_1689	Unm	Unm	No
28S	1690	28S_1690	Unm	Unm	No
28S	1691	28S_1691	Unm	Unm	No
28S	1692	28S_1692	Unm	Unm	No
28S	1693	28S_1693	Unm	Unm	No
28S	1694	28S_1694	Unm	Unm	No
28S	1695	28S_1695	Unm	Unm	No
28S	1696	28S_1696	Unm	Unm	No
28S	1697	28S_1697	Unm	Unm	No
28S	1698	28S_1698	Unm	Unm	No
28S	1699	28S_1699	Unm	Unm	No
28S	1700	28S_1700	Unm	Unm	No
28S	1701	28S_1701	Unm	Unm	No
28S	1702	28S_1702	Unm	Unm	No
28S	1703	28S_1703	Unm	Unm	No
28S	1704	28S_1704	Unm	Unm	No
28S	1705	28S_1705	Unm	Unm	No
28S	1706	28S_1706	Unm	Unm	No
28S	1707	28S_1707	Unm	Unm	No
28S	1708	28S_1708	Unm	Unm	No
28S	1709	28S_1709	Unm	Unm	No
28S	1710	28S_1710	Unm	Unm	No
28S	1711	28S_1711	Unm	Unm	No
28S	1712	28S_1712	Unm	Unm	No
28S	1713	28S_1713	Unm	Unm	No
28S	1714	28S_1714	Unm	Unm	No
28S	1715	28S_1715	Unm	Unm	No
28S	1716	28S_1716	Unm	Unm	No
28S	1717	28S_1717	Unm	Unm	No
28S	1718	28S_1718	Unm	Unm	No
28S	1719	28S_1719	Unm	Unm	No
28S	1720	28S_1720	Unm	Unm	No
28S	1721	28S_1721	Unm	Unm	No
28S	1722	28S_1722	Unm	Unm	No
28S	1723	28S_1723	Unm	Unm	No
28S	1724	28S_1724	Unm	Unm	No
28S	1725	28S_1725	Unm	Unm	No
28S	1726	28S_1726	Unm	Unm	No
28S	1727	28S_1727	Unm	Unm	No
28S	1728	28S_1728	Unm	Unm	No
28S	1729	28S_1729	Unm	Unm	No
28S	1730	28S_1730	Unm	Unm	No
28S	1731	28S_1731	Unm	Unm	No
28S	1732	28S_1732	Unm	Unm	No
28S	1733	28S_1733	Unm	Unm	No
28S	1734	28S_1734	Unm	Unm	No
28S	1735	28S_1735	Unm	Unm	No
28S	1736	28S_1736	Unm	Unm	No
28S	1737	28S_1737	Unm	Unm	No
28S	1738	28S_1738	Unm	Unm	No
28S	1739	28S_1739	Unm	Unm	No
28S	1740	28S_1740	Unm	Unm	No
28S	1741	28S_1741	Unm	Unm	No
28S	1742	28S_1742	Unm	Unm	No
28S	1743	28S_1743	Unm	Unm	No
28S	1744	28S_1744	Unm	Unm	No
28S	1745	28S_1745	Unm	Unm	No
28S	1746	28S_1746	Unm	Unm	No
28S	1747	28S_1747	Unm	Unm	No
28S	1748	28S_1748	Unm	Unm	No
28S	1749	28S_1749	Unm	Unm	No
28S	1750	28S_1750	Unm	Unm	No
28S	1751	28S_1751	Unm	Unm	No
28S	1752	28S_1752	Unm	Unm	No
28S	1753	28S_1753	Unm	Unm	No
28S	1754	28S_1754	Unm	Unm	No
28S	1755	28S_1755	Unm	Unm	No
28S	1756	28S_1756	Unm	Unm	No
28S	1757	28S_1757	Unm	Unm	No
28S	1758	28S_1758	Unm	Unm	No
28S	1759	28S_1759	Unm	Unm	No
28S	1760	28S_1760	Unm	Unm	No
28S	1761	28S_1761	Unm	Unm	No
28S	1762	28S_1762	Unm	Unm	No
28S	1763	28S_1763	Unm	Unm	No
28S	1764	28S_1764	Unm	Unm	No
28S	1765	28S_1765	Unm	Unm	No
28S	1766	28S_1766	Unm	Unm	No
28S	1767	28S_1767	Unm	Unm	No
28S	1768	28S_1768	Unm	Unm	No
28S	1769	28S_1769	Unm	Unm	No
28S	1770	28S_1770	Unm	Unm	No
28S	1771	28S_1771	Unm	Unm	No
28S	1772	28S_1772	Unm	Unm	No
28S	1773	28S_1773	Unm	Unm	No
28S	1774	28S_1774	Unm	Unm	No
28S	1775	28S_1775	Unm	Unm	No
28S	1776	28S_1776	Unm	Unm	No
28S	1777	28S_1777	Unm	Unm	No
28S	1778	28S_1778	Unm	Unm	No
28S	1779	28S_1779	Unm	Unm	No
28S	1780	28S_1780	Unm	Unm	No
28S	1781	28S_1781	Unm	Unm	No
28S	1782	28S_1782	Unm	Unm	No
28S	1783	28S_1783	Unm	Unm	No
28S	1784	28S_1784	Unm	Unm	No
28S	1785	28S_1785	Unm	Unm	No
28S	1786	28S_1786	Unm	Unm	No
28S	1787	28S_1787	Unm	Unm	No
28S	1788	28S_1788	Unm	Unm	No
28S	1789	28S_1789	Unm	Unm	No
28S	1790	28S_1790	Unm	Unm	No
28S	1791	28S_1791	Unm	Unm	No
28S	1792	28S_1792	Unm	Unm	No
28S	1793	28S_1793	Unm	Unm	No
28S	1794	28S_1794	Unm	Unm	No
28S	1795	28S_1795	Unm	Unm	No
28S	1796	28S_1796	Unm	Unm	No
28S	1797	28S_1797	Unm	Unm	No
28S	1798	28S_1798	Unm	Unm	No
28S	1799	28S_1799	Unm	Unm	No
28S	1800	28S_1800	Unm	Unm	No
28S	1801	28S_1801	Unm	Unm	No
28S	1802	28S_1802	Unm	Unm	No
28S	1803	28S_1803	Unm	Unm	No
28S	1804	28S_1804	Unm	Unm	No
28S	1805	28S_1805	Unm	Unm	No
28S	1806	28S_1806	Unm	Unm	No
28S	1807	28S_1807	Unm	Unm	No
28S	1808	28S_1808	Unm	Unm	No
28S	1809	28S_1809	Unm	Unm	No
28S	1810	28S_1810	Unm	Unm	No
28S	1811	28S_1811	Unm	Unm	No
28S	1812	28S_1812	Unm	Unm	No
28S	1813	28S_1813	Unm	Unm	No
28S	1814	28S_1814	Unm	Unm	No
28S	1815	28S_1815	Unm	Unm	No
28S	1816	28S_1816	Unm	Unm	No
28S	1817	28S_1817	Unm	Unm	No
28S	1818	28S_1818	Unm	Unm	No
28S	1819	28S_1819	Unm	Unm	No
28S	1820	28S_1820	Unm	Unm	No
28S	1821	28S_1821	Unm	Unm	No
28S	1822	28S_1822	Unm	Unm	No
28S	1823	28S_1823	Unm	Unm	No
28S	1824	28S_1824	Unm	Unm	No
28S	1825	28S_1825	Unm	Unm	No
28S	1826	28S_1826	Unm	Unm	No
28S	1827	28S_1827	Unm	Unm	No
28S	1828	28S_1828	Unm	Unm	No
28S	1829	28S_1829	Unm	Unm	No
28S	1830	28S_1830	Unm	Unm	No
28S	1831	28S_1831	Unm	Unm	No
28S	1832	28S_1832	Unm	Unm	No
28S	1833	28S_1833	Unm	Unm	No
28S	1834	28S_1834	Unm	Unm	No
28S	1835	28S_1835	Unm	Unm	No
28S	1836	28S_1836	Unm	Unm	No
28S	1837	28S_1837	Unm	Unm	No
28S	1838	28S_1838	Unm	Unm	No
28S	1839	28S_1839	Unm	Unm	No
28S	1840	28S_1840	Unm	Unm	No
28S	1841	28S_1841	Unm	Unm	No
28S	1842	28S_1842	Unm	Unm	No
28S	1843	28S_1843	Unm	Unm	No
28S	1844	28S_1844	Unm	Unm	No
28S	1845	28S_1845	Unm	Unm	No
28S	1846	28S_1846	Unm	Unm	No
28S	1847	28S_1847	Unm	Unm	No
28S	1848	28S_1848	Unm	Unm	No
28S	1849	28S_1849	Unm	Unm	No
28S	1850	28S_1850	Unm	Unm	No
28S	1851	28S_1851	Unm	Unm	No
28S	1852	28S_1852	Unm	Unm	No
28S	1853	28S_1853	Unm	Unm	No
28S	1854	28S_1854	Unm	Unm	No
28S	1855	28S_1855	Unm	Unm	No
28S	1856	28S_1856	Unm	Unm	No
28S	1857	28S_1857	Unm	Unm	No
28S	1858	28S_1858	Unm	Unm	No
28S	1859	28S_1859	Unm	Unm	No
28S	1860	28S_1860	Unm	Unm	No
28S	1861	28S_1861	Unm	Unm	No
28S	1862	28S_1862	Unm	Unm	No
28S	1863	28S_1863	Unm	Unm	No
28S	1864	28S_1864	Unm	Unm	No
28S	1865	28S_1865	Unm	Unm	No
28S	1866	28S_1866	Unm	Unm	No
28S	1867	28S_1867	Unm	Unm	No
28S	1868	28S_1868	Unm	Unm	No
28S	1869	28S_1869	Unm	Unm	No
28S	1870	28S_1870	Unm	Unm	No
